loinc_num,long_common_name,component,system,property,1,0
21681-2,"""G6PD gene mutations tested for in Blood or Tissue by Molecular genetics method Nominal""","""G6PD gene mutations tested for""",Prid,Prid,1,1
94231-8,"""G6PD gene full mutation analysis in Blood or Tissue by Sequencing""","""G6PD gene full mutation analysis""",Find,Find,1,1
49862-6,"""G6PC gene targeted mutation analysis in Blood or Tissue by Molecular genetics method""","""G6PC gene targeted mutation analysis""",Find,Find,1,1
8411-1,"""Mesenteric artery Mean blood pressure""","""Intravascular mean""",Pres,Pres,1,0
8419-4,"""Splenic artery Mean blood pressure""","""Intravascular mean""",Pres,Pres,1,0
60951-1,"""Pressure max Respiratory system airway --during inspiration""","""Pressure max^during inspiration""",Pres,Pres,1,0
60952-9,"""Mean airway pressure --during inspiration""","""Pressure mean^during inspiration""",Pres,Pres,1,0
86270-6,"""Current number of unhealed pressure injuries at each stage - follow-up or discharge [CMS Assessment]""","""Current number of unhealed pressure injuries at each stage - follow-up or discharge""",-,-,1,0
52728-3,"""Diameter.any.max Pressure injury.largest stage 3 or 4 [CMS Assessment]""",Diameter.any.max,Len,Len,1,0
8467-3,"""Diastolic blood pressure 24 hour maximum""","""Intravascular diastolic""",Pres,Pres,1,0
8464-0,"""Diastolic blood pressure 8 hour maximum""","""Intravascular diastolic""",Pres,Pres,1,0
8369-1,"""Descending thoracic aorta Diastolic blood pressure""","""Intravascular diastolic""",Pres,Pres,1,0
8384-0,"""Superior mesenteric artery Diastolic blood pressure""","""Intravascular diastolic""",Pres,Pres,1,0
8393-1,"""Pulmonary artery End diastolic blood pressure""","""Intravascular end diastolic""",Pres,Pres,1,0
8587-8,"""Pulmonary artery wedge Mean blood pressure""","""Intravascular mean""",Pres,Pres,1,0
8548-0,"""Digital artery - left Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8549-8,"""Digital artery - right Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8509-2,"""Dorsal pedal artery Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8436-8,"""Hepatic artery Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8557-1,"""Iliac artery - left Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8558-9,"""Iliac artery - right Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8511-8,"""Posterior tibial artery Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8567-0,"""Radial artery - left Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8568-8,"""Radial artery - right Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8443-4,"""Renal artery - left Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8444-2,"""Renal artery - right Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8569-6,"""Retinal artery - left Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8570-4,"""Retinal artery - right Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8439-2,"""Superior mesenteric artery Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8573-8,"""Thumb arteries - left Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8574-6,"""Thumb arteries - right Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8575-3,"""Ulnar artery - left Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8576-1,"""Ulnar artery - right Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8465-7,"""Diastolic blood pressure 10 hour maximum""","""Intravascular diastolic""",Pres,Pres,1,0
8475-6,"""Diastolic blood pressure 10 hour minimum""","""Intravascular diastolic""",Pres,Pres,1,0
8466-5,"""Diastolic blood pressure 12 hour maximum""","""Intravascular diastolic""",Pres,Pres,1,0
8476-4,"""Diastolic blood pressure 12 hour minimum""","""Intravascular diastolic""",Pres,Pres,1,0
8368-3,"""Ascending thoracic aorta Diastolic blood pressure""","""Intravascular diastolic""",Pres,Pres,1,0
75995-1,"""Diastolic blood pressure by Continuous non-invasive monitoring""","""Intravascular diastolic""",Pres,Pres,1,0
8496-2,"""Brachial artery Diastolic blood pressure""","""Intravascular diastolic""",Pres,Pres,1,0
8378-2,"""Celiac trunk artery Diastolic blood pressure""","""Intravascular diastolic""",Pres,Pres,1,0
8498-8,"""Femoral artery Diastolic blood pressure""","""Intravascular diastolic""",Pres,Pres,1,0
8383-2,"""Inferior mesenteric artery Diastolic blood pressure""","""Intravascular diastolic""",Pres,Pres,1,0
76286-4,"""Pulmonary capillary Diastolic blood pressure""","""Intravascular diastolic""",Pres,Pres,1,0
61003-0,"""Umbilical vein Diastolic blood pressure""","""Intravascular diastolic""",Pres,Pres,1,0
8485-5,"""Systolic blood pressure 24 hour maximum""","""Intravascular systolic""",Pres,Pres,1,0
8495-4,"""Systolic blood pressure 24 hour minimum""","""Intravascular systolic""",Pres,Pres,1,0
8482-2,"""Systolic blood pressure 8 hour maximum""","""Intravascular systolic""",Pres,Pres,1,0
8492-1,"""Systolic blood pressure 8 hour minimum""","""Intravascular systolic""",Pres,Pres,1,0
8423-6,"""Ascending thoracic aorta Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8438-4,"""Inferior mesenteric artery Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8441-8,"""Left pulmonary artery Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
8442-6,"""Right pulmonary artery Systolic blood pressure""","""Intravascular systolic""",Pres,Pres,1,0
73782-5,"""Neonatal pressure ulcer risk evaluation [NSRAS]""","""Neonatal pressure ulcer risk evaluation""",Imp,Imp,1,0
54946-9,"""Number of pressure injuries - unstageable due to coverage of wound bed by slough/eschar [CMS Assessment]""","""Number of pressure injuries - unstageable due to coverage of wound bed by slough &or eschar""",Num,Num,1,0
54893-3,"""Number of pressure injuries - unstageable due to non-removable dressing or device [CMS Assessment]""","""Number of pressure injuries - unstageable due to non-removable dressing or device""",Num,Num,1,0
54950-1,"""Number of pressure injuries - unstageable with suspected deep tissue injury in evolution [CMS Assessment]""","""Number of pressure injuries - unstageable with suspected deep tissue injury in evolution""",Num,Num,1,0
52476-9,"""Number of unhealed pressure ulcers at each stage - at assessment and onset during this service""","""Number of unhealed pressure ulcers at each stage - at assessment and onset during this service""",-,-,1,0
52574-1,"""One or more unhealed pressure ulcer(s) at stage 2 or higher [CARE]""","""One or more unhealed pressure ulcer(s) at stage 2 or higher""",Find,Find,1,0
20065-9,"""Airway pressure by Airway pressure monitor --on ventilator.volume targeted control""","""Pressure.airway^on ventilator.volume targeted control""",Pres,Pres,1,0
76257-5,"""Air cylinder Pressure""",Pressure,Pres,Pres,1,0
76258-3,"""Air pipeline Pressure""",Pressure,Pres,Pres,1,0
76298-9,"""Gastric pressure""",Pressure,Pres,Pres,1,0
54878-4,,"""Pressure injury risk by resident has a stage 1 or greater",ascar over bony prominence,ascar over bony prominence,1,0
76253-4,"""Nitrous oxide cylinder Pressure""",Pressure,Pres,Pres,1,0
76255-9,"""Oxygen cylinder Pressure""",Pressure,Pres,Pres,1,0
76254-2,"""Nitrous oxide pipeline Pressure""",Pressure,Pres,Pres,1,0
76256-7,"""Oxygen pipeline Pressure""",Pressure,Pres,Pres,1,0
62393-4,"""PhenX - preg high blood pressure protocol 040401""","""PhenX - preg high blood pressure protocol 040401""",-,-,1,0
60949-5,"""Mean airway pressure""",Pressure.mean,Pres,Pres,1,0
8400-4,"""Right atrial Intrachamber mean pressure""","""Intrachamber mean""",Pres,Pres,1,0
