LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
71607-6,"Mesothelial cells/leukocytes",NFr.DF,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Mesothelial cells/Leukocytes [Pure number fraction] in Pleural fluid by Manual count",,2.42,false,"Mesothelial cells/leukocytes:NFr.DF:Pt:Plr fld:Qn:Manual count"
14379-2,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Gast fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Gastric fluid by Manual count",%,1.0k,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Gast fld:Qn:Manual count"
70036-9,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Pericard fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Pericardial fluid by Automated count",%,2.40,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Pericard fld:Qn:Automated count"
49966-5,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Both,,%,"Polymorphonuclear cells/100 leukocytes in Pericardial fluid by Manual count",%,2.22,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Pericard fld:Qn:Manual count"
70039-3,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Periton fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Peritoneal fluid by Automated count",%,2.40,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Periton fld:Qn:Automated count"
14375-0,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Peritoneal fluid by Manual count",%,1.0k,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Periton fld:Qn:Manual count"
70067-4,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Plr fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Pleural fluid by Automated count",%,2.40,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Plr fld:Qn:Automated count"
14374-3,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Pleural fluid by Manual count",%,1.0k,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Plr fld:Qn:Manual count"
14377-6,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,Semen,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Semen by Manual count",%,1.0k,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Semen:Qn:Manual count"
14330-5,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,Stool,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Stool by Manual count",%,1.0k,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Stool:Qn:Manual count"
71627-4,"Polymorphonuclear cells/leukocytes",NFr.DF,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Polymorphonuclear cells/Leukocytes [Pure number fraction] in Peritoneal fluid by Manual count",,2.42,false,"Polymorphonuclear cells/leukocytes:NFr.DF:Pt:Periton fld:Qn:Manual count"
71608-4,"Polymorphonuclear cells/leukocytes",NFr.DF,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.44,ACTIVE,1,Observation,,,"Polymorphonuclear cells/Leukocytes [Pure number fraction] in Pleural fluid by Manual count",,2.42,false,"Polymorphonuclear cells/leukocytes:NFr.DF:Pt:Plr fld:Qn:Manual count"
71697-7,"Mononuclear cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Automated count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Mononuclear cells/100 leukocytes in Body fluid by Automated count",%,2.40,false,"Mononuclear cells/100 leukocytes:NFr:Pt:Body fld:Qn:Automated count"
9305-4,"Mononuclear cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mononuclear cells/100 leukocytes in Body fluid by Manual count",%,1.0i,false,"Mononuclear cells/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
70042-7,"Mononuclear cells/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mononuclear cells/100 leukocytes in Synovial fluid by Automated count",%,2.40,false,"Mononuclear cells/100 leukocytes:NFr:Pt:Synv fld:Qn:Automated count"
14382-6,"Mononuclear cells/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mononuclear cells/100 leukocytes in Synovial fluid by Manual count",%,1.0k,false,"Mononuclear cells/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
66148-8,"Mononuclear cells/100 leukocytes",NFr,Pt,"Plr fld^Fetus",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mononuclear cells/100 leukocytes in Pleural fluid from Fetus by Manual count",%,2.38,false,"Mononuclear cells/100 leukocytes:NFr:Pt:Plr fld^Fetus:Qn:Manual count"
13526-9,"Nonhematic cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Nonhematic cells/100 leukocytes in Body fluid by Manual count",%,1.0k,false,"Nonhematic cells/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
51386-1,"Plasma cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Plasma cells/100 leukocytes in Body fluid by Manual count",%,2.22,false,"Plasma cells/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
51385-3,"Plasma cells/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Plasma cells/100 leukocytes in Cerebral spinal fluid by Manual count",%,2.22,false,"Plasma cells/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
40492-1,"Plasma cells/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Plasma cells/100 leukocytes in Synovial fluid by Manual count",%,2.15,false,"Plasma cells/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
40670-2,"Smudge cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Smudge cells/100 leukocytes in Body fluid by Manual count",%,2.15,false,"Smudge cells/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
13528-5,"Unidentified cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Unidentified cells/100 leukocytes in Body fluid by Manual count",%,1.0k,false,"Unidentified cells/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
13527-7,"Unidentified cells/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Unidentified cells/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0k,false,"Unidentified cells/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
